Image,Red,Green,Blue,Contrast,Energy,Correlation,Homogeneity,Freshness
rotated_by_75_Screen Shot 2018-06-12 at 9.43.39 PM,334487,283989,127896,176.04000000000002,0.4729707965903623,0.9915374569394593,0.8063919750877853,1
rotated_by_60_Screen Shot 2018-06-12 at 9.45.28 PM,499203,470505,394483,1913.1951020408164,0.444635196697743,0.8924675109617549,0.6257252856576583,1
rotated_by_60_Screen Shot 2018-06-12 at 9.42.18 PM,468535,444347,389251,2199.227755102041,0.4085368698304094,0.8891258683835132,0.6244283214326646,1
rotated_by_75_Screen Shot 2018-06-12 at 9.56.33 PM,423094,397197,338470,2734.1820408163267,0.4876935321057777,0.8879615895029087,0.7353329067114878,1
saltandpepper_Screen Shot 2018-06-12 at 9.52.26 PM,600446,549153,410643,319.1024489795918,0.3280992931859011,0.9005033128161555,0.4336194128398149,1
rotated_by_75_Screen Shot 2018-06-12 at 9.54.18 PM,199342,380579,400775,840.8338775510204,0.13205832139587373,0.8659045584596937,0.5571207945247622,1
Screen Shot 2018-06-12 at 10.00.30 PM,621666,594203,480254,439.9273469387756,0.5053912591889969,0.7429004104016894,0.610466687761213,1
rotated_by_45_Screen Shot 2018-06-12 at 9.49.45 PM,516056,492729,375497,1653.4848979591836,0.3872590812384727,0.9013393602051948,0.6551963414736501,1
rotated_by_45_Screen Shot 2018-06-12 at 10.01.07 PM,496943,450752,306873,1742.3795918367346,0.28007436389785184,0.8854557236616858,0.4988829132983744,1
rotated_by_15_Screen Shot 2018-06-12 at 9.45.34 PM,563789,534136,443216,1378.2902040816325,0.39798220760189795,0.8693447969451239,0.6311795596265846,1
saltandpepper_Screen Shot 2018-06-12 at 9.47.55 PM,614569,592396,514768,376.03918367346944,0.6000542110731097,0.8182283385101622,0.7048597383961458,1
rotated_by_75_Screen Shot 2018-06-12 at 9.50.38 PM,417443,389006,298755,3123.884897959183,0.3038059289781867,0.8462386328033679,0.47297772031299423,1
translation_Screen Shot 2018-06-12 at 9.55.33 PM,535636,524067,459472,1351.329387755102,0.6052920168447431,0.9140461181866852,0.8517035452779652,1
rotated_by_60_Screen Shot 2018-06-12 at 9.50.53 PM,452430,430162,354637,1974.8930612244903,0.2708543873105334,0.8950437954175547,0.4499084248308989,1
rotated_by_30_Screen Shot 2018-06-12 at 9.39.28 PM,514510,476184,359441,1491.6408163265305,0.3554640425523916,0.8990534779964401,0.5872501382318408,1
translation_Screen Shot 2018-06-12 at 9.38.10 PM,546140,522111,461305,1324.510204081633,0.5528926620150795,0.8961676045741969,0.7487285809998019,1
rotated_by_30_Screen Shot 2018-06-12 at 9.50.48 PM,512514,493421,427717,1598.7367346938768,0.5232204922068923,0.8997730520121813,0.7261962842918043,1
rotated_by_60_Screen Shot 2018-06-12 at 9.59.41 PM,440421,447884,325312,797.9885714285715,0.1707493834152646,0.9424118889081272,0.4263074189617234,1
rotated_by_30_Screen Shot 2018-06-12 at 9.47.46 PM,447745,425244,365404,2054.42,0.3715105314372165,0.903468202408289,0.614734970496992,1
saltandpepper_Screen Shot 2018-06-12 at 9.38.04 PM,619957,584938,512527,362.2032653061223,0.5400062473607794,0.808216577178702,0.6481725839181043,1
translation_Screen Shot 2018-06-12 at 9.44.49 PM,525699,490649,379127,1496.8877551020407,0.4037211337700337,0.8889424759000423,0.6202472287904206,1
translation_Screen Shot 2018-06-12 at 9.40.43 PM,491773,467856,381684,1384.0069387755102,0.40790624560818395,0.926837876306742,0.6852327398303728,1
translation_Screen Shot 2018-06-12 at 9.51.36 PM,488344,429888,326579,2213.706938775511,0.2389873471614979,0.8150072036067731,0.3936193791268429,1
Screen Shot 2018-06-12 at 9.46.12 PM,401056,456243,409869,977.3020408163266,0.05950720856938357,0.48450621703996927,0.3162821410282301,1
rotated_by_15_Screen Shot 2018-06-12 at 10.00.21 PM,544746,506959,411931,1625.848163265306,0.4240652311652245,0.8609880172897094,0.602613231189959,1
rotated_by_15_Screen Shot 2018-06-12 at 9.52.58 PM,538803,497312,369251,1457.3240816326534,0.29491370623870117,0.8650372762349615,0.49861942720192914,1
rotated_by_75_Screen Shot 2018-06-12 at 10.00.00 PM,460030,420950,321307,2696.895918367347,0.29890874691744423,0.846363264450185,0.5066600219319359,1
rotated_by_60_Screen Shot 2018-06-12 at 9.57.38 PM,466759,442590,386827,2088.8567346938776,0.2858913445547019,0.8960303708911507,0.6427374610298927,1
rotated_by_30_Screen Shot 2018-06-12 at 9.46.02 PM,509466,475569,404936,1294.4967346938774,0.15835814195844633,0.9116935267554205,0.47742074241590104,1
rotated_by_30_Screen Shot 2018-06-12 at 9.54.50 PM,508860,468171,342631,1689.6857142857143,0.31259950519085017,0.8817156122319965,0.5339370638478984,1
translation_Screen Shot 2018-06-12 at 9.54.07 PM,513425,474797,359367,1455.0824489795923,0.2713926629615677,0.8842415229174226,0.5292741140323862,1
rotated_by_30_Screen Shot 2018-06-12 at 9.40.43 PM,520679,497688,412645,1484.6420408163267,0.41160963379020254,0.9053421740653453,0.639215996494633,1
rotated_by_30_Screen Shot 2018-06-12 at 9.57.58 PM,283961,319160,231901,699.0624489795917,0.23265055494532605,0.9401795263843296,0.39747448111352235,1
saltandpepper_Screen Shot 2018-06-12 at 9.51.00 PM,595614,560007,421391,938.0881632653061,0.285923101535483,0.6228956367732433,0.3798333506412071,1
Screen Shot 2018-06-12 at 10.01.52 PM,612187,588625,512694,167.80326530612246,0.42117227963094783,0.8754653116046703,0.6531896321902475,1
rotated_by_45_Screen Shot 2018-06-12 at 9.46.30 PM,425580,386302,301118,1186.904081632653,0.15148466973431596,0.9032503780457715,0.26719699823018395,1
rotated_by_15_Screen Shot 2018-06-12 at 9.50.04 PM,554272,541352,477327,1373.4530612244898,0.5018781053732682,0.8903494796038531,0.6928897343771131,1
translation_Screen Shot 2018-06-12 at 9.55.46 PM,497978,450725,289882,1756.5102040816325,0.21349318944841772,0.8615494644370578,0.4558378514501026,1
rotated_by_45_Screen Shot 2018-06-12 at 9.40.10 PM,495072,452632,287032,1802.8432653061222,0.22037943879341101,0.8844382712085096,0.4515821117461283,1
rotated_by_45_Screen Shot 2018-06-12 at 9.44.06 PM,504140,466262,327078,1754.6142857142859,0.3016343100117424,0.885325286631305,0.49913201091365184,1
translation_Screen Shot 2018-06-12 at 10.00.54 PM,563617,546212,449065,1447.9142857142856,0.5177227230791625,0.8593410516573384,0.7652652406241948,1
rotated_by_30_Screen Shot 2018-06-12 at 9.44.55 PM,511161,488271,412767,1709.8885714285716,0.45951933310004645,0.8997193022522507,0.6367621648282948,1
Screen Shot 2018-06-12 at 9.59.28 PM,577393,477024,203435,361.17102040816326,0.3401488024821942,0.8104948494601342,0.6022275601570242,1
rotated_by_60_Screen Shot 2018-06-12 at 10.02.01 PM,494223,448460,313302,1836.5416326530612,0.28249336091095517,0.881811136105573,0.48799080133504447,1
translation_Screen Shot 2018-06-12 at 9.52.50 PM,526370,504272,448102,1375.6685714285713,0.3168693170666614,0.8968512568611923,0.7257187921283165,1
rotated_by_30_Screen Shot 2018-06-12 at 9.47.59 PM,510597,490813,404663,1708.2248979591839,0.4761793487523993,0.900029242155623,0.6968935047878091,1
Screen Shot 2018-06-12 at 10.05.20 PM,586931,574100,468680,369.8138775510204,0.3722462405990824,0.8878523932641936,0.5026484142579517,1
rotated_by_15_Screen Shot 2018-06-12 at 9.43.39 PM,526904,450277,204185,911.4955102040816,0.28588609994327224,0.902516481885636,0.6487474379786142,1
rotated_by_30_Screen Shot 2018-06-12 at 9.38.22 PM,497883,443339,327374,1827.295918367347,0.27770733893338034,0.8746341721217178,0.4663469181066121,1
translation_Screen Shot 2018-06-12 at 9.46.43 PM,529794,510318,453249,1263.4142857142856,0.2222817195560917,0.9165043243396646,0.7317811453104246,1
saltandpepper_Screen Shot 2018-06-12 at 9.41.43 PM,623147,605568,522224,359.12122448979596,0.5500399440267857,0.6756731850183243,0.687584802019113,1
rotated_by_75_Screen Shot 2018-06-12 at 9.46.12 PM,336515,369789,315490,1894.116326530612,0.15291857298090256,0.8138817767188231,0.34346755489612124,1
rotated_by_30_Screen Shot 2018-06-12 at 9.38.51 PM,527634,504337,433061,1250.048979591837,0.5125141986635461,0.9202906101108198,0.7517787978179431,1
rotated_by_45_Screen Shot 2018-06-12 at 10.07.21 PM,475194,451028,392352,2043.7546938775513,0.5089716543576946,0.9023660245974392,0.7431183122259468,1
saltandpepper_Screen Shot 2018-06-12 at 9.53.57 PM,591648,564910,480311,808.4183673469388,0.21203698607842647,0.7185952926430371,0.39103053017618206,1
rotated_by_30_Screen Shot 2018-06-12 at 9.41.38 PM,298865,389803,388793,976.4702040816328,0.19090328696208445,0.9217648296484682,0.5014110961880469,1
vertical_flip_Screen Shot 2018-06-12 at 10.01.41 PM,624903,591837,480827,126.93224489795918,0.4480023687984021,0.9051389312419208,0.5799338882303899,1
rotated_by_45_Screen Shot 2018-06-12 at 9.40.32 PM,502940,482433,414937,1633.459183673469,0.5016236029804174,0.9106725914504866,0.6972930184828972,1
rotated_by_45_Screen Shot 2018-06-12 at 9.56.56 PM,494893,468217,390358,1508.0179591836734,0.37348868021988946,0.9061372548876928,0.5680178336785502,1
rotated_by_45_Screen Shot 2018-06-12 at 9.54.35 PM,479689,445520,317860,1876.8457142857142,0.3149444461566694,0.898845948455306,0.5441395639872042,1
saltandpepper_Screen Shot 2018-06-12 at 9.49.15 PM,594207,561130,453964,503.2628571428571,0.43434219749307723,0.8360833505623593,0.5413100969757844,1
rotated_by_75_Screen Shot 2018-06-12 at 9.44.30 PM,423487,406888,352572,2612.7502040816325,0.49443904664324506,0.8938900328181439,0.788253072762936,1
rotated_by_60_Screen Shot 2018-06-12 at 10.01.58 PM,469969,442212,335537,1919.6220408163267,0.2659223612399183,0.864239078603356,0.4662672917412308,1
rotated_by_75_Screen Shot 2018-06-12 at 10.08.01 PM,456351,434262,360156,2414.7595918367347,0.19904499186868532,0.8567771653242305,0.49839429215353837,1
Screen Shot 2018-06-12 at 9.53.07 PM,406296,384392,233200,343.63755102040824,0.021281321087720344,0.9283166101328727,0.1569450327581193,1
translation_Screen Shot 2018-06-12 at 9.56.23 PM,535970,503569,422889,1667.4195918367348,0.514257692790219,0.8728545283126624,0.7201073423414233,1
saltandpepper_Screen Shot 2018-06-12 at 10.05.35 PM,621749,592753,509066,361.85061224489795,0.5872463784800217,0.8130601015437914,0.7082383406165327,1
rotated_by_30_Screen Shot 2018-06-12 at 9.58.07 PM,508163,461327,322308,1826.9506122448984,0.2578002610431557,0.8715392547459131,0.448245316037841,1
rotated_by_45_Screen Shot 2018-06-12 at 9.47.59 PM,484927,465533,381042,1895.09387755102,0.4641733436565116,0.9038640127192794,0.6862078530488842,1
vertical_flip_Screen Shot 2018-06-12 at 9.49.23 PM,624880,593711,470467,203.43510204081633,0.46365864808160107,0.8538627120453265,0.6026631325474483,1
rotated_by_60_Screen Shot 2018-06-12 at 10.06.07 PM,441788,419212,343587,2376.7779591836725,0.46004499716539654,0.899436063017623,0.7271512011660493,1
rotated_by_60_Screen Shot 2018-06-12 at 10.02.36 PM,453954,432518,381932,2391.982857142857,0.47137821093322424,0.8894397043157509,0.6890033844470669,1
vertical_flip_Screen Shot 2018-06-12 at 9.55.33 PM,633913,622438,558119,150.1404081632653,0.7365230065033302,0.7713602550307553,0.868742947947033,1
rotated_by_45_Screen Shot 2018-06-12 at 9.51.24 PM,420456,372923,209948,2448.0269387755097,0.18930900896321748,0.832898493850852,0.3271822029625861,1
rotated_by_15_Screen Shot 2018-06-12 at 9.57.42 PM,558564,534638,460914,1402.1289795918374,0.5157595499546561,0.8786369615008361,0.7271823158672729,1
saltandpepper_Screen Shot 2018-06-12 at 9.58.36 PM,611437,601778,536886,416.2102040816327,0.6333044046675044,0.7869867177267239,0.7146450053035607,1
vertical_flip_Screen Shot 2018-06-12 at 9.52.37 PM,584221,540280,407318,1132.546530612245,0.19288877831451678,0.7034848804189886,0.3326273249007724,1
rotated_by_60_Screen Shot 2018-06-12 at 9.45.02 PM,516956,489739,409365,1575.5820408163263,0.3732401437608486,0.8970385166980769,0.5654451068390762,1
saltandpepper_Screen Shot 2018-06-12 at 9.59.48 PM,608154,583836,480115,436.47142857142853,0.5330365341033199,0.7998148114068293,0.6500143226791915,1
saltandpepper_Screen Shot 2018-06-12 at 9.45.15 PM,581966,552414,482110,349.0204081632653,0.12253840272179028,0.7456034154456229,0.49043066758855297,1
rotated_by_75_Screen Shot 2018-06-12 at 9.55.33 PM,471848,461058,399690,2553.3706122448984,0.5445841793177452,0.8862846445746495,0.822608954851568,1
Screen Shot 2018-06-12 at 9.42.35 PM,589486,554589,402700,713.8930612244898,0.2365083365397747,0.7790711693407816,0.38550531057822346,1
Screen Shot 2018-06-12 at 10.01.37 PM,611477,571266,440772,376.10979591836735,0.40276656757359935,0.8266151253362457,0.5351891214010148,1
rotated_by_60_Screen Shot 2018-06-12 at 10.00.12 PM,315049,282945,144927,1135.3734693877552,0.16136212156942045,0.8920288487049619,0.2519439166370598,1
rotated_by_60_Screen Shot 2018-06-12 at 9.51.29 PM,465863,435950,302471,2343.7106122448986,0.30503807943305467,0.8835271986654756,0.5950270461200531,1
rotated_by_45_Screen Shot 2018-06-12 at 9.57.02 PM,491621,463343,374890,1498.423673469388,0.35291019537199697,0.9049965274423515,0.5384074768701383,1
vertical_flip_Screen Shot 2018-06-12 at 9.52.58 PM,605766,564083,436015,304.1191836734695,0.3839394431981628,0.8863261150836884,0.5517827087069692,1
saltandpepper_Screen Shot 2018-06-12 at 9.47.59 PM,625802,606013,520188,223.59632653061226,0.6306267087701282,0.80741848168962,0.7526081565943303,1
rotated_by_45_Screen Shot 2018-06-12 at 9.52.21 PM,451450,395663,271027,2221.0187755102043,0.21900041744362755,0.8625152094824714,0.41902791332541395,1
Screen Shot 2018-06-12 at 9.38.29 PM,614589,592981,517730,238.48163265306124,0.6415437181964695,0.8823221973243864,0.7358304674549065,1
translation_Screen Shot 2018-06-12 at 9.58.56 PM,498051,464513,325552,1769.3775510204084,0.24944953975964235,0.8880410931731022,0.4273361116696982,1
rotated_by_75_Screen Shot 2018-06-12 at 9.40.38 PM,463320,432413,325390,2783.194285714286,0.34195897905587247,0.8601363103469006,0.5442216178890231,1
saltandpepper_Screen Shot 2018-06-12 at 9.58.49 PM,613226,601993,538117,252.46693877551024,0.6399132464108801,0.8531054224507152,0.7075810949302562,1
rotated_by_75_Screen Shot 2018-06-12 at 10.06.12 PM,339502,303651,206676,612.9730612244899,0.12215918087773715,0.942090482608735,0.26119649634957703,1
saltandpepper_Screen Shot 2018-06-12 at 9.39.13 PM,614613,592038,506417,393.34938775510204,0.4993000515131821,0.7568189787271643,0.6263748898384829,1
rotated_by_15_Screen Shot 2018-06-12 at 9.52.45 PM,381015,365658,220481,834.1338775510202,0.0927298971165286,0.9157503419534722,0.27575436841136575,1
translation_Screen Shot 2018-06-12 at 9.52.45 PM,370181,356428,217989,613.095918367347,0.12155352857159235,0.9425541280702713,0.2984876925152912,1
vertical_flip_Screen Shot 2018-06-12 at 9.48.54 PM,608207,569542,460888,330.98857142857145,0.4321074727098323,0.8861046031031751,0.5765138205302937,1
rotated_by_30_Screen Shot 2018-06-12 at 9.49.15 PM,494786,462237,355428,1778.741224489796,0.31735225404040085,0.8790455619667161,0.5017749252488883,1
rotated_by_45_Screen Shot 2018-06-12 at 9.53.30 PM,477353,445582,344508,2027.5391836734693,0.3018176229961074,0.8745568346894717,0.47697177773932814,1
translation_Screen Shot 2018-06-12 at 9.39.47 PM,519053,479458,333381,1602.8865306122452,0.28260332576501007,0.8740339269830127,0.4758105199626288,1
vertical_flip_Screen Shot 2018-06-12 at 9.54.07 PM,599037,560179,444484,317.17959183673474,0.33400825743532964,0.8601143416740346,0.52921750242351,1
vertical_flip_Screen Shot 2018-06-12 at 9.43.53 PM,608631,571039,472140,323.6138775510204,0.4972791442157714,0.8887545316251683,0.6313536965610962,1
vertical_flip_Screen Shot 2018-06-12 at 9.41.26 PM,624354,595723,512678,200.6391836734694,0.5818530910592269,0.8667292117379614,0.7082410203169278,1
Screen Shot 2018-06-12 at 9.48.39 PM,617154,575319,443584,298.36326530612246,0.4159980697100636,0.8380623281496754,0.5925789705454642,1
translation_Screen Shot 2018-06-12 at 9.48.26 PM,514961,486116,387605,1586.8355102040814,0.3070886792002617,0.8647002897348856,0.5190758112314877,1
rotated_by_60_Screen Shot 2018-06-12 at 10.05.20 PM,445743,433347,330321,2627.5273469387757,0.2622916658051754,0.8608709238464369,0.4263161733491485,1
rotated_by_15_Screen Shot 2018-06-12 at 9.47.18 PM,539689,461153,194517,901.9224489795918,0.11716027745035815,0.8799634512997432,0.5050722521443928,1
rotated_by_60_Screen Shot 2018-06-12 at 9.58.56 PM,496891,463528,326781,1882.235510204082,0.24663651597457809,0.879338003668367,0.4452678322923545,1
saltandpepper_Screen Shot 2018-06-12 at 9.46.55 PM,412742,459243,427021,130.47632653061225,0.100975252740325,0.8243105972888441,0.49437519685907794,1
rotated_by_45_Screen Shot 2018-06-12 at 10.01.37 PM,488698,451874,326715,1911.890612244898,0.3479568495941825,0.8906235817209128,0.5572656669134399,1
rotated_by_60_Screen Shot 2018-06-12 at 9.52.45 PM,335524,322313,189996,1034.975918367347,0.19904499186868524,0.9235300949145008,0.3088030667906679,1
rotated_by_30_Screen Shot 2018-06-12 at 9.40.10 PM,511025,467492,298549,1694.2204081632653,0.20809122402855185,0.8792298053210119,0.4595787899887276,1
translation_Screen Shot 2018-06-12 at 9.42.35 PM,491890,457603,306412,1928.5183673469387,0.22572351163932577,0.863782083787818,0.42222350207733106,1
rotated_by_30_Screen Shot 2018-06-12 at 9.56.23 PM,486861,454455,373681,1869.500816326531,0.4498561017553805,0.8966823854402656,0.663003536038298,1
rotated_by_15_Screen Shot 2018-06-12 at 9.47.27 PM,552827,517072,362916,1457.06,0.28985138876990924,0.8571709148013822,0.5118623527629822,1
rotated_by_15_Screen Shot 2018-06-12 at 9.39.33 PM,525358,476068,332442,1811.5783673469386,0.22531628932991302,0.8356175553828838,0.41380092554672937,1
saltandpepper_Screen Shot 2018-06-12 at 9.47.00 PM,620908,595738,504026,367.55102040816325,0.5275711913405887,0.7462627792928737,0.6511916976643554,1
rotated_by_15_Screen Shot 2018-06-12 at 9.47.59 PM,554808,534906,448714,1426.8355102040819,0.5275627441163675,0.8769978575253241,0.7153154060769528,1
translation_Screen Shot 2018-06-12 at 9.54.18 PM,187422,352798,369948,564.3326530612245,0.20273761517804229,0.9321850213020126,0.6511580107425005,1
rotated_by_60_Screen Shot 2018-06-12 at 9.49.45 PM,521401,498307,381734,1771.802448979592,0.39542321235351335,0.8899975964843647,0.6491571301721306,1
Screen Shot 2018-06-12 at 9.44.19 PM,620043,589917,486335,168.81551020408162,0.5651943453921907,0.9056432775711961,0.7062964340126224,1
